"Prev.Size","Prev.Length","Tile.Size","Top.Row","Browse.Time"
0.4327683,70,0.2,"TC",27.4308514118351
0.4655365,80,0.2,"TC",15.0526991603072
0.4983048,90,0.2,"TC",18.7713380765657
0.5310731,100,0.2,"TC",17.9554292821698
0.5638413,110,0.2,"TC",15.8293971108718
0.5966096,120,0.2,"TC",14.2670399366804
0.4327683,70,0.2,"TC",21.2120608442243
0.4655365,80,0.2,"TC",15.6128562496248
0.4983048,90,0.2,"TC",19.380888181708
0.5310731,100,0.2,"TC",17.5732806420711
0.5638413,110,0.2,"TC",16.2510376785594
0.5966096,120,0.2,"TC",14.4238920013824
0.4327683,70,0.2,"TC",20.2845077852837
0.4655365,80,0.2,"TC",18.8566870085418
0.4983048,90,0.2,"TC",20.7950962745339
0.5310731,100,0.2,"TC",15.2856819217122
0.5638413,110,0.2,"TC",20.9030118401638
0.5966096,120,0.2,"TC",15.3094600253948
0.4327683,70,0.2,"TC",19.1044037107368
0.4655365,80,0.2,"TC",17.1926955794175
0.4983048,90,0.2,"TC",15.5081159233145
0.5310731,100,0.2,"TC",22.2184843006938
0.5638413,110,0.2,"TC",15.5514152302255
0.5966096,120,0.2,"TC",17.2124144280489
0.4327683,70,0.2,"TC",21.7365078029871
0.4655365,80,0.2,"TC",19.9419663142299
0.4983048,90,0.2,"TC",20.6241439771092
0.5310731,100,0.2,"TC",16.3152682289284
0.5638413,110,0.2,"TC",16.9185976358109
0.5966096,120,0.2,"TC",18.1548183173336
0.4327683,70,0.2,"TC",16.6156846326867
0.4655365,80,0.2,"TC",15.8380987914721
0.4983048,90,0.2,"TC",18.4033282828059
0.5310731,100,0.2,"TC",14.9211041988056
0.5638413,110,0.2,"TC",21.5435072471311
0.5966096,120,0.2,"TC",18.2688144506357
0.4327683,70,0.2,"TC",16.2514986591889
0.4655365,80,0.2,"TC",17.9655085324757
0.4983048,90,0.2,"TC",18.3046431892985
0.5310731,100,0.2,"TC",21.369511559203
0.5638413,110,0.2,"TC",26.3845888088663
0.5966096,120,0.2,"TC",22.6301398162164
0.4327683,70,0.2,"TC",22.3449203531346
0.4655365,80,0.2,"TC",16.9512246464265
0.4983048,90,0.2,"TC",19.088858521496
0.5310731,100,0.2,"TC",20.7032274737558
0.5638413,110,0.2,"TC",21.2372326368952
0.5966096,120,0.2,"TC",19.6399462629853
0.4327683,70,0.2,"TC",15.2025687695855
0.4655365,80,0.2,"TC",20.7765724110853
0.4983048,90,0.2,"TC",17.4003198169733
0.5310731,100,0.2,"TC",14.7028655477904
0.5638413,110,0.2,"TC",16.3270613145795
0.5966096,120,0.2,"TC",22.5529705091518
0.4327683,70,0.2,"TC",20.4865252193854
0.4655365,80,0.2,"TC",19.1576895646568
0.4983048,90,0.2,"TC",19.3942552369152
0.5310731,100,0.2,"TC",18.6709646468447
0.5638413,110,0.2,"TC",18.4032644961957
0.5966096,120,0.2,"TC",17.0173786864763
0.4327683,70,0.2,"TC",24.0224272950644
0.4655365,80,0.2,"TC",16.0938108987546
0.4983048,90,0.2,"TC",18.5531494513815
0.5310731,100,0.2,"TC",23.4308284109319
0.5638413,110,0.2,"TC",16.3403490463671
0.5966096,120,0.2,"TC",19.4470404776896
0.4327683,70,0.2,"TC",17.4329957303012
0.4655365,80,0.2,"TC",19.8629409074445
0.4983048,90,0.2,"TC",19.6105093930944
0.5310731,100,0.2,"TC",21.2961404249471
0.5638413,110,0.2,"TC",19.7138725473833
0.5966096,120,0.2,"TC",22.5299891355177
0.4327683,70,0.2,"TC",18.6224926873826
0.4655365,80,0.2,"TC",23.7776051531926
0.4983048,90,0.2,"TC",22.3205966080978
0.5310731,100,0.2,"TC",17.6880493214609
0.5638413,110,0.2,"TC",15.8138827671138
0.5966096,120,0.2,"TC",15.3018282567951
0.4327683,70,0.2,"TC",21.1368110728592
0.4655365,80,0.2,"TC",22.0351610707789
0.4983048,90,0.2,"TC",18.9902391770592
0.5310731,100,0.2,"TC",15.7706460453124
0.5638413,110,0.2,"TC",23.1908595641607
0.5966096,120,0.2,"TC",11.0642293899724
0.4327683,70,0.2,"TC",15.4935914674249
0.4655365,80,0.2,"TC",12.0023528735491
0.4983048,90,0.2,"TC",21.2260378690057
0.5310731,100,0.2,"TC",15.0574224001189
0.5638413,110,0.2,"TC",22.387199211339
0.5966096,120,0.2,"TC",21.7919528685555
0.4327683,70,0.2,"TC",15.7297180158626
0.4655365,80,0.2,"TC",17.2189302776167
0.4983048,90,0.2,"TC",16.7887030215019
0.5310731,100,0.2,"TC",19.2311426754744
0.5638413,110,0.2,"TC",25.2912645936057
0.5966096,120,0.2,"TC",19.9373863151681
0.4327683,70,0.2,"TC",13.815818017373
0.4655365,80,0.2,"TC",14.2801217607436
0.4983048,90,0.2,"TC",15.2961336423148
0.5310731,100,0.2,"TC",15.1803653152016
0.5638413,110,0.2,"TC",19.5680226104405
0.5966096,120,0.2,"TC",19.7766562828236
0.4327683,70,0.2,"TC",18.0936326759855
0.4655365,80,0.2,"TC",14.6320072950994
0.4983048,90,0.2,"TC",13.6708496824756
0.5310731,100,0.2,"TC",15.3780173752874
0.5638413,110,0.2,"TC",14.9892260700385
0.5966096,120,0.2,"TC",21.3557833626058
