"Y","ColourCode","ProdType"
28.9857373789991,"Yes","Vape"
35.9969082716284,"Yes","Vape"
62.5380005044187,"Yes","Vape"
54.6015389767148,"Yes","Vape"
55.5702894300816,"Yes","Vape"
19.6369720386827,"Yes","Vape"
30.1309774108701,"Yes","Vape"
45.9330536920462,"Yes","Vape"
57.138152454168,"Yes","Vape"
57.7302800378134,"Yes","Vape"
52.4706098986333,"Yes","Vape"
19.820051169526,"Yes","Vape"
61.9282079247397,"Yes","Vape"
75.7364896590763,"Yes","Vape"
31.3261731488735,"Yes","Vape"
37.0164620003278,"Yes","Vape"
40.4644213805359,"Yes","Vape"
58.9834358348653,"Yes","Vape"
42.9255066205938,"Yes","Vape"
36.0472716904254,"Yes","Vape"
51.3293368942295,"Yes","Vape"
50.7613637036869,"Yes","Vape"
51.4976871617547,"Yes","Vape"
71.6519417891444,"Yes","Vape"
57.5478292578755,"Yes","Vape"
42.7852694816276,"Yes","Vape"
36.5894671409385,"Yes","Vape"
50.7364932924249,"Yes","Vape"
52.1584237764353,"Yes","Vape"
48.0994149245725,"Yes","Vape"
66.914856696297,"Yes","Vape"
70.6907614773355,"Yes","Vape"
63.8698260166359,"Yes","Vape"
45.0202098436338,"Yes","Vape"
55.7343935676237,"Yes","Vape"
69.5595914998326,"Yes","Vape"
47.2174301006179,"Yes","Vape"
55.4316607531901,"Yes","Vape"
76.8369043378478,"Yes","Vape"
43.5545752869899,"Yes","Vape"
62.0295353607454,"Yes","Vape"
38.2735897529931,"Yes","Vape"
56.4830688123189,"Yes","Vape"
35.2610270475029,"Yes","Vape"
45.7560718866329,"Yes","Vape"
65.147113376002,"Yes","Vape"
54.4576372809753,"Yes","Vape"
46.439885403569,"Yes","Vape"
53.51252825743,"Yes","Vape"
78.7965714110562,"Yes","Vape"
63.8249963612657,"Yes","Vape"
85.8177660867483,"Yes","Vape"
27.2803104563753,"Yes","Vape"
68.5300432202997,"Yes","Vape"
64.2724098897696,"Yes","Vape"
34.4224360277801,"Yes","Vape"
56.1672762264258,"Yes","Vape"
41.1083140087695,"Yes","Vape"
61.9636208548239,"Yes","Vape"
54.28420988959,"Yes","Vape"
43.6309037327224,"Yes","Vape"
88.0859688983112,"Yes","Vape"
34.9456002401182,"Yes","Vape"
46.6897917863014,"Yes","Vape"
72.3203025929737,"Yes","Vape"
22.329195058987,"Yes","Vape"
33.0170426500688,"Yes","Vape"
66.0373500746712,"Yes","Vape"
73.1671471462742,"Yes","Vape"
53.249104471202,"Yes","Vape"
54.1492605991652,"Yes","Vape"
43.412626117158,"Yes","Vape"
75.3166706147079,"Yes","Vape"
59.2392851456996,"Yes","Vape"
38.4956313811533,"Yes","Vape"
63.841730349464,"Yes","Vape"
51.0473423119459,"Yes","Vape"
50.1686843287871,"Yes","Vape"
64.1542608426961,"Yes","Vape"
87.7656473682854,"Yes","Vape"
46.7144365329667,"Yes","Vape"
37.1167151482287,"Yes","Vape"
33.1180737919463,"Yes","Vape"
33.5739394658174,"Yes","Vape"
59.5815478621597,"Yes","Vape"
53.2619534257848,"Yes","Vape"
48.7872898340364,"Yes","Vape"
52.0043277376426,"Yes","Vape"
61.3367337935308,"Yes","Vape"
63.4022764943659,"Yes","Vape"
27.1078584278236,"Yes","Vape"
28.4009469240717,"Yes","Vape"
43.1562395369734,"Yes","Vape"
53.7446190559754,"Yes","Vape"
62.5421557302934,"Yes","Vape"
46.3924281783854,"Yes","Vape"
44.8579988092563,"Yes","Vape"
60.5468140289315,"Yes","Vape"
30.0741271179262,"Yes","Vape"
73.1708300571515,"Yes","Vape"
49.8820876239067,"Yes","Vape"
58.8448548484135,"Yes","Vape"
46.763807501531,"Yes","Vape"
24.6006992781191,"Yes","Vape"
39.732648756062,"Yes","Vape"
54.4020330778107,"Yes","Vape"
49.790457970569,"Yes","Vape"
73.2081389369271,"Yes","Vape"
42.9211486742676,"Yes","Vape"
28.6282975050519,"Yes","Vape"
45.5138378197238,"Yes","Vape"
51.6276609395889,"Yes","Vape"
30.5530586201741,"Yes","Vape"
60.8066081473261,"Yes","Vape"
34.5639824245742,"Yes","Vape"
49.7215330210041,"Yes","Vape"
56.0415740120198,"Yes","Vape"
56.7481724345375,"Yes","Vape"
31.863121156246,"Yes","Vape"
42.4333962542361,"Yes","Vape"
38.7038279486555,"Yes","Vape"
56.0722049406409,"Yes","Vape"
44.7288267637224,"Yes","Vape"
43.1715078471572,"Yes","Vape"
58.0369190562234,"Yes","Vape"
38.4769661240125,"Yes","Vape"
43.4622409262682,"Yes","Vape"
26.2774371023886,"Yes","Vape"
56.739865543464,"Yes","Vape"
41.9663794096165,"Yes","Vape"
25.4344213420332,"Yes","Vape"
63.2443130621267,"Yes","Vape"
50.8399634209057,"Yes","Vape"
4.64374304245413,"Yes","Vape"
56.7758970568895,"Yes","Vape"
67.4462963274312,"Yes","Vape"
21.6043870237984,"Yes","Vape"
65.9171564409515,"Yes","Vape"
69.1945644159165,"Yes","Vape"
48.6155098223003,"Yes","Vape"
28.5080582351183,"Yes","Vape"
46.8246762862061,"Yes","Vape"
42.4536477073158,"Yes","Vape"
52.7913930872853,"Yes","Vape"
48.2493869209264,"Yes","Vape"
72.708253244138,"Yes","Vape"
46.5426126379191,"Yes","Vape"
63.352616308466,"Yes","Vape"
26.6618439367865,"Yes","Vape"
63.0150250788727,"Yes","Vape"
42.0825573695319,"Yes","Vape"
39.5220112027973,"Yes","Vape"
29.9968622248244,"Yes","Vape"
34.0031657026511,"Yes","Vape"
65.0715137258525,"Yes","Vape"
68.892151036794,"Yes","Vape"
33.6999258746144,"Yes","Vape"
50.6579753108947,"Yes","Vape"
29.1020667765913,"Yes","Vape"
62.1420434077508,"Yes","Vape"
39.7033486548236,"Yes","Vape"
46.0296020080496,"Yes","Vape"
57.8973658683414,"Yes","Vape"
48.342586783715,"Yes","Vape"
65.0017798753951,"Yes","Vape"
66.8918673684463,"Yes","Vape"
34.4674192991548,"Yes","Vape"
37.9631917037333,"Yes","Vape"
70.8998417312788,"Yes","Vape"
47.9202352917072,"Yes","Vape"
47.5422936730487,"Yes","Vape"
28.0676800386111,"Yes","Vape"
52.1782851113979,"Yes","Vape"
52.1084125592011,"Yes","Vape"
66.5286514459303,"Yes","Vape"
59.6278053311105,"Yes","Vape"
40.3100564787471,"Yes","Vape"
38.4404330426835,"Yes","Vape"
60.8086771508717,"Yes","Vape"
76.1080021240593,"Yes","Vape"
58.5386899785614,"Yes","Vape"
85.6435981597648,"Yes","Vape"
61.7619124374371,"Yes","Vape"
38.8972440143974,"Yes","Vape"
74.3390585170575,"Yes","Vape"
62.1258406873484,"Yes","Vape"
27.0194123752418,"Yes","Vape"
62.2389149556524,"Yes","Vape"
48.8797219083459,"Yes","Vape"
55.4773358345599,"Yes","Vape"
51.1610034125667,"Yes","Vape"
51.7858194229166,"Yes","Vape"
41.6929993103218,"Yes","Vape"
46.0473629231791,"Yes","Vape"
55.7277130074804,"Yes","Vape"
40.6203516273336,"Yes","Vape"
61.647696694771,"Yes","Vape"
70.4622670657573,"Yes","Vape"
32.6458212955222,"Yes","Vape"
25.071356454798,"Yes","Vape"
36.8410363872297,"Yes","Vape"
37.6444587831625,"Yes","Vape"
34.707981464427,"Yes","Vape"
60.13675430429,"Yes","Vape"
39.4724086406834,"Yes","Vape"
46.8156382758385,"Yes","Vape"
19.6840886647027,"Yes","Vape"
58.1786214166472,"Yes","Vape"
40.5447830143946,"Yes","Vape"
12.4956203947135,"Yes","Vape"
52.4791763867346,"Yes","Vape"
49.0820887465267,"Yes","Vape"
40.2786104766918,"Yes","Vape"
47.4300760761617,"Yes","Vape"
44.031419756976,"Yes","Vape"
71.1750842704118,"Yes","Vape"
36.2706804107194,"Yes","Vape"
25.4293801204639,"Yes","Vape"
67.9791305955313,"Yes","Vape"
67.1670132214655,"Yes","Vape"
26.552423375962,"Yes","Vape"
37.689843155509,"Yes","Vape"
37.1390321841552,"Yes","Vape"
36.5476727885667,"Yes","Vape"
66.5046698569586,"Yes","Vape"
51.4796750891304,"Yes","Vape"
58.5429923724346,"Yes","Vape"
27.9571041473091,"Yes","Vape"
57.6388584800326,"Yes","Vape"
48.6803120867561,"Yes","Vape"
70.355305116331,"Yes","Vape"
51.4194899947794,"Yes","Vape"
37.0376642972642,"Yes","Vape"
46.3265727693611,"Yes","Vape"
41.3910685573071,"Yes","Vape"
41.419372140167,"Yes","Vape"
61.5270244465758,"Yes","Vape"
57.1115459669338,"Yes","Vape"
49.8032140957781,"Yes","Vape"
32.378971795266,"Yes","Vape"
28.7353555049555,"Yes","Vape"
77.7410997200506,"Yes","Vape"
39.9249819341294,"Yes","Vape"
12.0398144169411,"Yes","Vape"
40.8919572020001,"Yes","Vape"
36.4650288114414,"Yes","Vape"
52.6864119028171,"Yes","Vape"
52.5143117596787,"Yes","Vape"
60.5703576102823,"Yes","Vape"
57.2894625546867,"Yes","Vape"
46.2183957793332,"Yes","Vape"
35.3748525298497,"Yes","Vape"
54.6421466656598,"Yes","Vape"
35.296777836222,"Yes","Vape"
63.7887815029689,"Yes","Vape"
48.6136798965025,"Yes","Vape"
61.9127884314983,"Yes","Vape"
70.107506290255,"Yes","Vape"
56.9852549779164,"Yes","Vape"
36.9176729487094,"Yes","Vape"
59.9127829163886,"Yes","Vape"
48.0639505191521,"Yes","Vape"
36.6773060792501,"Yes","Vape"
52.6824379820014,"Yes","Vape"
61.1080571834396,"Yes","Vape"
39.3702771459386,"Yes","Vape"
32.5026708102504,"Yes","Vape"
39.2611152900263,"Yes","Vape"
58.3603302169248,"Yes","Vape"
33.2830812538574,"Yes","Vape"
50.9420230919344,"Yes","Vape"
60.4110936915544,"Yes","Vape"
60.5061177603971,"Yes","Vape"
36.0276139750514,"Yes","Vape"
56.1431090334485,"Yes","Vape"
47.1352664001483,"Yes","Vape"
44.0203826914337,"Yes","Vape"
41.891909636059,"Yes","Vape"
40.6507267885295,"Yes","Vape"
49.6488162549194,"Yes","Vape"
54.1109232573428,"Yes","Vape"
10.490732874157,"Yes","Vape"
39.3832519031402,"Yes","Vape"
56.4033212650189,"Yes","Vape"
73.8429131360069,"Yes","Vape"
63.1086145689615,"Yes","Vape"
49.0132188097801,"Yes","Vape"
66.0312551962434,"Yes","Vape"
63.0419692201821,"Yes","Vape"
44.0096524560623,"Yes","Vape"
40.2218661430087,"Yes","Vape"
43.3844658158141,"Yes","Vape"
67.5408160009419,"Yes","Vape"
73.2935351062967,"Yes","Vape"
64.8163269186914,"Yes","Vape"
25.4405164806932,"Yes","Vape"
60.7689911818549,"Yes","Vape"
47.3700878752013,"Yes","Vape"
31.9696658909531,"Yes","Vape"
56.4431922920201,"Yes","Vape"
37.7420599119925,"Yes","Vape"
39.6953130370671,"Yes","Vape"
48.2334661738567,"Yes","Vape"
34.8519406111281,"Yes","Vape"
56.7789196768895,"Yes","Vape"
49.2074882214939,"Yes","Vape"
39.1698360861506,"Yes","Vape"
80.9154654003404,"Yes","Vape"
31.050698696629,"Yes","Vape"
58.5628499617856,"Yes","Vape"
23.0934848213044,"Yes","Vape"
56.883245768967,"Yes","Vape"
37.9501610692872,"Yes","Vape"
69.8196001496228,"Yes","Vape"
45.5664443066875,"Yes","Vape"
40.5885812221057,"Yes","Vape"
54.9603188236498,"Yes","Vape"
64.6668063824555,"Yes","Vape"
57.7031630381623,"Yes","Vape"
64.0163694232041,"Yes","Vape"
40.7661213978318,"Yes","Vape"
40.6533949382243,"Yes","Vape"
47.6952695531388,"Yes","Vape"
37.2713110283389,"Yes","Vape"
52.7225427829413,"Yes","Vape"
70.4380394213233,"Yes","Vape"
75.0625644489776,"Yes","Vape"
65.6240926141968,"Yes","Vape"
50.7702381892726,"Yes","Vape"
59.2723710319304,"Yes","Vape"
56.5701569254341,"Yes","Vape"
44.2348892056081,"Yes","Vape"
61.4434953000405,"Yes","Vape"
75.6458712139048,"Yes","Vape"
36.0840740179568,"Yes","Vape"
46.5243185641278,"Yes","Vape"
51.4778740899921,"Yes","Vape"
53.1880509961661,"Yes","Vape"
67.1705149124001,"Yes","Vape"
37.3271555682894,"Yes","Vape"
53.8910436179637,"Yes","Vape"
35.7952384161899,"Yes","Vape"
33.8221345939102,"Yes","Vape"
63.4195913104822,"Yes","Vape"
40.5510163053717,"Yes","Vape"
58.6732746372351,"Yes","Vape"
15.2839189637876,"Yes","Vape"
30.4039183094056,"Yes","Vape"
45.5195490472697,"Yes","Vape"
54.5506436228421,"Yes","Vape"
53.6280313136589,"Yes","Vape"
58.1654367491877,"Yes","Vape"
47.9557413731081,"Yes","Vape"
56.3511671302352,"Yes","Vape"
64.6304138057198,"Yes","Vape"
48.8429889290858,"Yes","Vape"
56.9299664946275,"Yes","Vape"
43.0551474928151,"Yes","Vape"
97.1458021136271,"Yes","Vape"
66.902439741125,"Yes","Vape"
53.1060793544491,"Yes","Vape"
19.5653385840287,"Yes","Vape"
26.9608065592927,"Yes","Vape"
50.3045359520036,"Yes","Vape"
47.7764113177781,"Yes","Vape"
65.749723714683,"Yes","Vape"
56.5641540278646,"Yes","Vape"
66.5640200966714,"Yes","Vape"
39.7389796101296,"Yes","Vape"
37.9892866011629,"Yes","Vape"
30.9657806300844,"Yes","Vape"
43.1700576044184,"Yes","Vape"
36.0114815872544,"Yes","Vape"
74.4495822120594,"Yes","Vape"
37.6075397743454,"Yes","Vape"
13.532735866967,"Yes","Vape"
58.2576629464773,"Yes","Vape"
93.695213671745,"Yes","Vape"
69.9274976609973,"Yes","Vape"
30.7722582061049,"Yes","Vape"
57.09291535197,"Yes","Vape"
59.7975234048989,"Yes","Vape"
58.4717468909347,"Yes","Vape"
48.380792181806,"Yes","Vape"
44.7778750962833,"Yes","Vape"
39.7096277544064,"Yes","Vape"
49.6425901059606,"Yes","Vape"
77.4444910557926,"Yes","Vape"
63.2855649914769,"Yes","Vape"
51.1952927261357,"Yes","Vape"
58.339841898877,"Yes","Vape"
65.2438385105905,"Yes","Vape"
65.177581434816,"Yes","Vape"
59.7038400000713,"Yes","Vape"
59.8605212459793,"Yes","Vape"
63.5719430584297,"Yes","Vape"
40.3933687674373,"Yes","Vape"
63.5269115700234,"Yes","Vape"
51.6722062675093,"Yes","Vape"
41.8438639916472,"Yes","Vape"
57.952269685828,"Yes","Vape"
31.8794068794095,"Yes","Vape"
47.207358757629,"Yes","Vape"
27.3078480260999,"Yes","Vape"
36.1069530997423,"Yes","Vape"
22.9527676459052,"Yes","Vape"
57.6888904332328,"Yes","Vape"
27.2336374555432,"Yes","Vape"
51.7963590329875,"Yes","Vape"
42.1184870477406,"Yes","Vape"
26.0798593571837,"Yes","Vape"
65.0346220698112,"Yes","Vape"
59.8451037260475,"Yes","Vape"
58.4032047721606,"Yes","Vape"
31.5980719991532,"Yes","Vape"
40.6288892717499,"Yes","Vape"
53.7954326374288,"Yes","Vape"
25.2562459507525,"Yes","Vape"
61.2088769881661,"Yes","Vape"
79.6811794025786,"Yes","Vape"
67.4462286024845,"Yes","Vape"
49.348169424308,"Yes","Vape"
58.0037227696162,"Yes","Vape"
82.5038755161085,"Yes","Vape"
40.5613985084685,"Yes","Vape"
42.6993871295345,"Yes","Vape"
48.4960257271385,"Yes","Vape"
55.2734752522286,"Yes","Vape"
54.5652448656849,"Yes","Vape"
24.8576020797004,"Yes","Vape"
56.2837496953394,"Yes","Vape"
34.6887616350714,"Yes","Vape"
44.2780725764504,"Yes","Vape"
25.7328271739098,"Yes","Vape"
